,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,10.4750091934464,2017-12,4,35527570423,149272508.392302
1,bitcoin,19665.3949272416,2017-12,1,556871419865,24144297784.1442
2,cardano,0.767634603799483,2017-12,8,9731049029,674814233.64492
3,dogecoin,0.00987200204517419,2017-12,9,9577655192,151490630.56567
4,ethereum,829.989201766042,2017-12,2,216198212781,3691983511.74634
5,litecoin,360.661761688956,2017-12,14,5549861908,5741323284.66143
6,ripple,2.28004,2017-12,5,31257357491,8189150000.0
7,tether,1.07406,2017-12,3,82919564972,4686080000.0
8,tron,0.0511145237776011,2017-12,11,6702182266,450951569.822735
