,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,338.43933723971185,2021-07,4,35532268630,2451074344.5466523
1,bitcoin,41964.84067260923,2021-07,1,556013242648,53475930015.58891
2,cardano,1.4980740243360373,2021-07,8,9680026571,3263415741.3904457
3,dogecoin,0.25607379502417266,2021-07,9,9543971452,5002622028.259732
4,ethereum,2477.0318059979672,2021-07,2,215899077311,35270923248.045166
5,litecoin,148.71159308571887,2021-07,14,5544015649,2539954763.8855534
6,matic-network,1.1831133076532736,2021-07,13,5775277620,2208265595.9543047
7,polkadot,17.587243872692337,2021-07,12,6009945943,1414883677.0729053
8,ripple,0.7717841192615923,2021-07,5,31120504651,6943027236.940317
9,shiba-inu,9.075291673683079e-06,2021-07,15,5404994276,730780387.2595367
10,solana,37.88296804571555,2021-07,10,9457695569,907769473.494142
11,staked-ether,2452.1025439261407,2021-07,7,14637536022,44735310.51521184
12,tether,1.021414829136791,2021-07,3,82910207652,87720501569.91525
13,tron,0.06847012402786005,2021-07,11,6681032875,1591191764.5635035
14,usd-coin,1.0181676180128914,2021-07,6,26051604825,4406645118.8595
