,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,684.8103709990187,2021-05,4,35558222947,10895545771.523293
1,bitcoin,59577.80355554711,2021-05,1,555913287649,155534532437.09055
2,cardano,2.428996558177347,2021-05,8,9671882397,16205697715.925459
3,dogecoin,0.7262878331107775,2021-05,9,9534132635,54138146659.84151
4,ethereum,4323.235743159137,2021-05,2,215804540934,154476130654.52972
5,litecoin,409.68545778230384,2021-05,14,5535039101,18416016821.284046
6,matic-network,2.5718866179575417,2021-05,13,5768288120,14717117654.632782
7,polkadot,49.347262521391706,2021-05,12,6000856406,8574411128.824538
8,ripple,1.7033953656150402,2021-05,5,31097622460,23280147135.238533
9,shiba-inu,3.761272025814367e-05,2021-05,15,5409167234,15399898820.904121
10,solana,58.033754563640585,2021-05,10,9455199130,3521379796.8498344
11,staked-ether,4304.534378869363,2021-05,7,14629082308,65195074.12819159
12,tether,1.0813442696768003,2021-05,3,82913059501,320098711763.99194
13,tron,0.16705050727513196,2021-05,11,6683734963,8861070732.450497
14,usd-coin,1.0361937546193278,2021-05,6,26038038013,10275094750.453346
