,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,314.052179686601,2021-03,4,35558222947,8151976477.192231
1,bitcoin,61599.218625302914,2021-03,1,555913287649,76637230465.6906
2,cardano,1.4623874211194374,2021-03,8,9671882397,13733562465.124304
3,dogecoin,0.062340541003206115,2021-03,9,9534132635,3773644647.1516285
4,ethereum,1933.457760404506,2021-03,2,215804540934,41775664866.60333
5,litecoin,229.03899670925918,2021-03,14,5535039101,9186246551.852493
6,matic-network,0.4938922261557004,2021-03,13,5768288120,2853278356.6419997
7,polkadot,39.94119801897067,2021-03,12,6000856406,3437569858.1658998
8,ripple,0.5930857826347855,2021-03,5,31097622460,10760756236.917578
9,shiba-inu,1.0584908720760033e-07,2021-03,15,5409167234,59416643.775820486
10,solana,20.727609592711932,2021-03,10,9455199130,553998076.0447046
11,staked-ether,1900.2003115169755,2021-03,7,14629082308,579338.9844328234
12,tether,1.017045341517992,2021-03,3,82913059501,123270257771.90019
13,tron,0.06751223234582952,2021-03,11,6683734963,4303548117.863965
14,usd-coin,1.0272110906663658,2021-03,6,26038038013,2492905706.455469
