,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,17.793581586597234,2020-04,4,35591407981,521124546.3719112
1,bitcoin,8854.799146016687,2020-04,1,557103711850,60399592065.54053
2,cardano,0.05263250696617726,2020-04,8,9675700078,380667274.75554466
3,dogecoin,0.002592388035889436,2020-04,9,9540423874,248587887.80655557
4,ethereum,217.31822077283707,2020-04,2,216197790822,22782107976.38184
5,litecoin,49.49706815874384,2020-04,14,5537417580,4835970865.47692
6,matic-network,0.016685334380606542,2020-04,13,5776167970,49993365.43468387
7,ripple,0.22769063449943472,2020-04,5,31073814267,3128388853.5992947
8,solana,1.210814856730272,2020-04,10,9445900187,102266084.02416418
9,tether,1.0142009479195042,2020-04,3,82905090159,76083687947.09386
10,tron,0.01649719207072012,2020-04,11,6673512482,1865803135.5765724
11,usd-coin,1.0084995373512384,2020-04,6,26037403420,1112168186.3463762
