,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,23.4046732990476,2019-09,4,35615253517,375354882.10377187
1,bitcoin,10847.137570240695,2019-09,1,557536651458,36397057425.12324
2,cardano,0.05461585549785816,2019-09,8,9697834830,232970003.19938985
3,dogecoin,0.002777254837824915,2019-09,9,9559609609,94343163.72533502
4,ethereum,221.52040827046608,2019-09,2,216295278292,14675236537.632751
5,litecoin,79.43802544381407,2019-09,14,5552928819,4447563580.137576
6,matic-network,0.014835880289861464,2019-09,13,5788499729,24852461.189663664
7,ripple,0.31690970260296825,2019-09,5,31028405043,3568439087.9234405
8,tether,1.0075300912351701,2019-09,3,82894495631,40812460599.716675
9,tron,0.018391703762059834,2019-09,11,6672513919,985749417.1027917
10,usd-coin,1.0079160240954261,2019-09,6,26061873788,6531564933.066977
