,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,669.6989963377853,2021-11,4,35526343000,4216406669.8012114
1,bitcoin,68640.16034986946,2021-11,1,556198646739,111834583769.65298
2,cardano,2.3588885548842757,2021-11,8,9692632392,6882788483.952658
3,dogecoin,0.29235625142171046,2021-11,9,9551718598,4699456777.105662
4,ethereum,4849.926266660911,2021-11,2,215867156856,40995210462.157265
5,litecoin,291.9168954727806,2021-11,14,5547635550,7835501247.002453
6,matic-network,2.1408792121266327,2021-11,13,5778114074,1819396573.2702875
7,polkadot,54.9602522139705,2021-11,12,6006607279,5474625164.707739
8,ripple,1.3358348317034843,2021-11,5,31134566160,8325307380.633253
9,shiba-inu,7.341915908837654e-05,2021-11,15,5412777834,13178300353.170254
10,solana,258.9304446539482,2021-11,10,9467020385,5949095156.100889
11,staked-ether,4827.1509705038825,2021-11,7,14630479508,91395611.61610447
12,tether,1.0174741923131552,2021-11,3,82888039545,967283339839.6128
13,tron,0.12794546871610832,2021-11,11,6680489274,3521532328.0318513
14,usd-coin,1.0156169221257734,2021-11,6,26055037253,5859485097.201756
