,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,33.04169456190111,2020-09,4,35586997266,1212328923.004801
1,bitcoin,12018.939445463287,2020-09,1,556264773331,81964984903.26381
2,cardano,0.12658889080738628,2020-09,8,9675907234,739577479.9126202
3,dogecoin,0.0032657686558982533,2020-09,9,9538992239,190721600.93853647
4,ethereum,482.9740734120604,2020-09,2,216007297144,80125930552.45213
5,litecoin,63.714473908558816,2020-09,14,5539500261,2911861775.842342
6,matic-network,0.0268602152076478,2020-09,13,5778318067,33278071.28961334
7,polkadot,6.778941285069653,2020-09,12,5992548526,770982603.7640783
8,ripple,0.3001291797900219,2020-09,5,31121555708,2913581903.7429314
9,shiba-inu,6.693896489330695e-10,2020-09,15,5419004001,97229.1973839785
10,solana,4.884163113156779,2020-09,10,9465510412,64211044.88471411
11,tether,1.0068272706655956,2020-09,3,82889314025,60577828003.27619
12,tron,0.04770521027546416,2020-09,11,6676014009,5314460283.278908
13,usd-coin,1.009444950815083,2020-09,6,26041666908,813125393.1828493
