,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,20.47419418522249,2020-07,4,35591407981,349906473.11347216
1,bitcoin,11300.413780969511,2020-07,1,556383670181,57529533548.36511
2,cardano,0.15348848608833662,2020-07,8,9675700078,1348879487.5179255
3,dogecoin,0.00522595799719358,2020-07,9,9540423874,1204058737.7711525
4,ethereum,338.5059253724614,2020-07,2,216012089754,18292990685.532516
5,litecoin,57.56205306325513,2020-07,14,5537417580,3617360780.4667583
6,matic-network,0.023369642140943604,2020-07,13,5776167970,37767881.5926995
7,ripple,0.24839661810284333,2020-07,5,31118611531,2123927845.4254582
8,solana,2.0280482819298316,2020-07,10,9445900187,35918061.56232307
9,tether,1.020358098248172,2020-07,3,82924174463,188581270850.16052
10,tron,0.01984893124285058,2020-07,11,6673512482,921020217.8182389
11,usd-coin,1.0074088190711121,2020-07,6,26045414856,560450725.1415473
