,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,1.2990185938541823,2017-10,4,35527570423,3364798.05303072
1,bitcoin,6368.65164135745,2017-10,1,556871419865,3174154333.22038
2,cardano,0.030299606216252807,2017-10,8,9731049029,8883473.082062634
3,dogecoin,0.001214076406928985,2017-10,9,9577655192,19448200.891090415
4,ethereum,337.9526134340301,2017-10,2,216053033969,1062936136.5475445
5,litecoin,65.29738470727818,2017-10,14,5549861908,387907101.6989726
6,ripple,0.279843,2017-10,5,31239515496,962326000.0
7,tether,1.00294,2017-10,3,82928599792,616456000.0
