,id,precio,fecha,ranking_capitalizacion,capitalizacion,volumen
0,binancecoin,11.50231542280303,2018-09,4,35576681972,38690643.84936118
1,bitcoin,7398.637217557211,2018-09,1,557005748829,8377508399.198155
2,cardano,0.10872989002269703,2018-09,8,9700102061,264730322.78826997
3,dogecoin,0.006906028971665737,2018-09,9,9559653503,304345761.67785776
4,ethereum,301.63630310176205,2018-09,2,216090063973,4667562483.229759
5,litecoin,68.78345963926607,2018-09,14,5557105592,741821884.4970549
6,ripple,0.6508219907921146,2018-09,5,31120826419,5120674864.3441515
7,tether,1.0118293148672852,2018-09,3,82923630542,234736263.67841232
8,tron,0.027001345137679805,2018-09,11,6671990729,297964562.14452237
